player_id,player,year,round,pick,position,school,last_name,first_name
10119,Vlade Divac,1989,1,26,C,KK Partizan,Divac,Vlade
10120,Juan Dixon,2002,1,17,PG,Maryland,Dixon,Juan
10123,Michael Doleac,1998,1,12,C,Utah,Doleac,Michael
10130,Keyon Dooling,2000,1,10,SG,Missouri,Dooling,Keyon
10132,Joey Dorsey,2008,2,33,PF,Memphis,Dorsey,Joey
10134,Tyler Dorsey,2017,2,41,SG,Oregon,Dorsey,Tyler
10135,Damyean Dotson,2017,2,44,SG,Houston,Dotson,Damyean
10136,Quincy Douby,2006,1,19,G,Rutgers,Douby,Quincy
10140,Sherman Douglas,1989,2,28,G,Syracuse,Douglas,Sherman
10141,Toney Douglas,2009,1,29,PG,Florida State,Douglas,Toney
10142,Chris Douglas-Roberts,2008,2,40,SG,Memphis,Douglas-Roberts,Chris
10152,Greg Dreiling,1986,2,26,C,Kansas,Dreiling,Greg
10153,Bryce Drew,1998,1,16,PG,ValparaÃ­so,Drew,Bryce
10155,Larry Drew,1980,1,17,G,Missouri,Drew,Larry
10156,Larry Drew,1980,1,17,G,Missouri,Drew,Larry
10157,Clyde Drexler,1983,1,14,SG,Houston,Drexler,Clyde
10160,Predrag Drobnjak,1997,2,48,C,KK Partizan,Drobnjak,Predrag
10162,Andre Drummond,2012,1,9,C,Connecticut,Drummond,Andre
10164,Kevin Duckworth,1986,2,33,C,Eastern Illinois,Duckworth,Kevin
10167,Jared Dudley,2007,1,22,SF,Boston College,Dudley,Jared
10171,Chris Duhon,2004,2,38,PG,Duke,Duhon,Chris
10174,Joe Dumars,1985,1,18,SG,McNeese State,Dumars,Joe
10176,Richard Dumas,1991,2,46,F,Hapoel Holon,Dumas,Richard
10177,Tony Dumas,1994,1,19,SG,UMKC,Dumas,Tony
10179,Tim Duncan,1997,1,1,PF/C,Wake Forest,Duncan,Tim
10182,Kris Dunn,2016,1,5,PG,Providence,Dunn,Kris
10186,Kevin Durant,2007,1,2,SF,Texas,Durant,Kevin
10187,John Duren,1980,1,19,G,Georgetown,Duren,John
10189,Pat Durham,1989,2,35,F,Colorado State,Durham,Pat
10190,Devin Durrant,1984,2,25,F,Brigham Young,Durrant,Devin
10197,Ledell Eackles,1988,2,36,G/F,New Orleans,Eackles,Ledell
10199,Acie Earl,1993,1,19,C,Iowa,Earl,Acie
10201,Cleanthony Early,2014,2,34,SF,Wichita State,Early,Cleanthony
10205,Devin Ebanks,2010,2,43,SF,West Virginia,Ebanks,Devin
10208,Ndudi Ebi,2003,1,26,SF,Westbury Christian HS,Ebi,Ndudi
10216,Keith Edmonson,1982,1,10,SG,Purdue,Edmonson,Keith
10217,Tyus Edney,1995,2,47,PG,UCLA,Edney,Tyus
10219,Blue Edwards,1989,1,21,SF/SG,East Carolina,Edwards,Blue
10220,Corsley Edwards,2002,2,58,PF,Central Connecticut,Edwards,Corsley
10221,Doug Edwards,1993,1,15,SF,Florida State,Edwards,Doug
10222,Franklin Edwards,1981,1,22,G,Cleveland State,Edwards,Franklin
10224,Jay Edwards,1989,2,33,G,Indiana,Edwards,Jay
10226,Kevin Edwards,1988,1,20,SG,DePaul,Edwards,Kevin
10233,Howard Eisley,1994,2,30,PG,Boston College,Eisley,Howard
10234,Obinna Ekezie,1999,2,37,C,Maryland,Ekezie,Obinna
10235,Khalid El-Amin,2000,2,34,PG,Connecticut,El-Amin,Khalid
10239,Henry Ellenson,2016,1,18,PF,Marquette,Ellenson,Henry
10240,Wayne Ellington,2009,1,28,SG,North Carolina,Ellington,Wayne
10242,Sean Elliott,1989,1,3,SF/SG,Arizona,Elliott,Sean
10245,Dale Ellis,1983,1,9,SG,Tennessee,Ellis,Dale
10248,LaPhonso Ellis,1992,1,5,PF,Notre Dame,Ellis,LaPhonso
10249,LeRon Ellis,1991,1,22,PF,Syracuse,Ellis,LeRon
10251,Monta Ellis,2005,2,40,SG,Lanier HS,Ellis,Monta
10252,Pervis Ellison,1989,1,1,PF,Louisville,Ellison,Pervis
10254,Francisco Elson,1999,2,41,C,California,Elson,Francisco
10256,Melvin Ely,2002,1,12,C/PF,Fresno State,Ely,Melvin
10257,Joel Embiid,2014,1,3,C,Kansas,Embiid,Joel
10259,Andre Emmett,2004,2,35,F/G,Texas Tech,Emmett,Andre
10263,A.J. English,1990,2,37,G,Virginia Union,English,A.J.
10267,Kim English,2012,2,44,SG,Missouri,English,Kim
10270,James Ennis,2013,2,50,SF,Long Beach State,Ennis,James
10271,Tyler Ennis,2014,1,18,PG,Syracuse,Ennis,Tyler
10273,Semih Erden,2008,2,60,C,FenerbahÃ§e Ãœlker,Erden,Semih
10277,Evan Eschmeyer,1999,2,34,C,Northwestern,Eschmeyer,Evan
10282,Brian Evans,1996,1,27,F,Indiana,Evans,Brian
10284,Jawun Evans,2017,2,39,PG,Oklahoma State,Evans,Jawun
10285,Jeremy Evans,2010,2,55,PF,WKU,Evans,Jeremy
10289,Tyreke Evans,2009,1,4,SG,Memphis,Evans,Tyreke
10290,Daniel Ewing,2005,2,32,G,Duke,Ewing,Daniel
10291,Patrick Ewing,1985,1,1,C,Georgetown,Ewing,Patrick
10292,Patrick Ewing,1985,1,1,C,Georgetown,Ewing,Patrick
10293,Dante Exum,2014,1,5,PG/SG,Australian Institute of Sport,Exum,Dante
10294,Christian Eyenga,2009,1,30,SF,CB Prat,Eyenga,Christian
10295,Festus Ezeli,2012,1,30,C,Vanderbilt,Ezeli,Festus
10300,Kenneth Faried,2011,1,22,PF,Morehead State,Faried,Kenneth
10302,Jordan Farmar,2006,1,26,G,UCLA,Farmar,Jordan
10304,Jim Farmer,1987,1,20,SG,Alabama,Farmer,Jim
10309,Derrick Favors,2010,1,3,PF,Georgia Tech,Favors,Derrick
10310,Nick Fazekas,2007,2,34,PF,Nevada,Fazekas,Nick
10314,Jamie Feick,1996,2,48,F,Michigan State,Feick,Jamie
10317,Dave Feitl,1986,2,43,C,UTEP,Feitl,Dave
10318,Kay Felder,2016,2,54,PG,Oakland,Felder,Kay
10320,Carrick Felix,2013,2,33,SG,Arizona State,Felix,Carrick
10323,Raymond Felton,2005,1,5,G,North Carolina,Felton,Raymond
10327,Terrance Ferguson,2017,1,21,SG,Adelaide 36ers,Ferguson,Terrance
10331,Rolando Ferreira,1988,2,26,C,Houston,Ferreira,Rolando
10336,Danny Ferry,1989,1,2,PF,Duke,Ferry,Danny
10337,Kyrylo Fesenko,2007,2,38,C,SK Cherkassy,Fesenko,Kyrylo
10339,Kenny Fields,1984,1,21,G/F,UCLA,Fields,Kenny
10340,Landry Fields,2010,2,39,SG,Stanford,Fields,Landry
10345,Michael Finley,1995,1,21,SF/SG,Wisconsin,Finley,Michael
10348,Matt Fish,1992,2,50,F,UNC-Wilmington,Fish,Matt
10349,Derek Fisher,1996,1,24,G,Arkansas-Little Rock,Fisher,Derek
10354,Marcus Fizer,2000,1,4,PF/SF,Iowa State,Fizer,Marcus
10358,Vern Fleming,1984,1,18,G,Georgia,Fleming,Vern
10359,Luis Flores,2004,2,55,PG,Manhattan,Flores,Luis
10361,Sleepy Floyd,1982,1,13,SG,Georgetown,Floyd,Sleepy
10362,Jonny Flynn,2009,1,6,PG,Syracuse,Flynn,Jonny
10371,Alphonso Ford,1993,2,32,SG,Mississippi Valley State,Ford,Alphonso
10372,Alton Ford,2001,2,51,PF,Houston,Ford,Alton
10379,Sherell Ford,1995,1,26,PF,UIC,Ford,Sherell
10383,Joseph Forte,2001,1,21,SG,North Carolina,Forte,Joseph
10385,Danny Fortson,1997,1,10,PF,Cincinnati,Fortson,Danny
10387,Greg Foster,1990,2,35,F/C,UTEP,Foster,Greg
10388,Jeff Foster,1999,1,21,PF,Southwest Texas State,Foster,Jeff
10390,Rod Foster,1983,2,28,PG,UCLA,Foster,Rod
10391,Antonis Fotsis,2001,2,48,SF,Panathinaikos,Fotsis,Antonis
10392,Evan Fournier,2012,1,20,SG,Poitiers Basket,Fournier,Evan
10396,Tremaine Fowlkes,1998,2,54,SF,Fresno State,Fowlkes,Tremaine
10397,De'Aaron Fox,2017,1,5,PG,Kentucky,Fox,De'Aaron
10400,Rick Fox,1991,1,24,SF,North Carolina,Fox,Rick
10401,Randy Foye,2006,1,7,SG,Villanova,Foye,Randy
10402,Adonal Foyle,1997,1,8,C,Colgate,Foyle,Adonal
10404,Steve Francis,1999,1,2,PG,Maryland,Francis,Steve
10405,Tellis Frank,1987,1,14,PF,WKU,Frank,Tellis
10407,Jamaal Franklin,2013,2,41,SG,San Diego State,Franklin,Jamaal
10414,Jimmer Fredette,2011,1,10,PG/SG,BYU,Fredette,Jimmer
10416,Joel Freeland,2006,1,30,F,Gran Canaria,Freeland,Joel
10420,Matt Freije,2004,2,53,SF,Vanderbilt,Freije,Matt
10425,Channing Frye,2005,1,8,C,Arizona,Frye,Channing
10432,Todd Fuller,1996,1,11,C,NC State,Fuller,Todd
10434,Markelle Fultz,2017,1,1,PG/SG,Washington,Fultz,Markelle
10435,Lawrence Funderburke,1994,2,51,PF,Ohio State,Funderburke,Lawrence
10438,Dan Gadzuric,2002,2,34,C,UCLA,Gadzuric,Dan
10444,Reece Gaines,2003,1,15,F/G,Louisville,Gaines,Reece
10447,Chad Gallagher,1991,2,32,C,Creighton,Gallagher,Chad
10449,Danilo Gallinari,2008,1,6,SF,Olimpia Milano,Gallinari,Danilo
10466,Winston Garland,1987,2,40,PG,Southwest Missouri State,Garland,Winston
10470,Bill Garnett,1982,1,4,SF,Wyoming,Garnett,Bill
10471,Kevin Garnett,1995,1,5,PF,Farragut Academy HS,Garnett,Kevin
10474,Dean Garrett,1988,2,38,C,Indiana,Garrett,Dean
10478,Tom Garrick,1988,2,45,G,Rhode Island,Garrick,Tom
10479,John Garris,1983,2,27,PF,Boston College,Garris,John
10481,Pat Garrity,1998,1,19,PF,Notre Dame,Garrity,Pat
10483,Marc Gasol,2007,2,48,C,Akasvayu Girona,Gasol,Marc
10484,Pau Gasol,2001,1,3,PF/C,FC Barcelona,Gasol,Pau
10486,Chris Gatling,1991,1,16,PF,Old Dominion,Gatling,Chris
10488,Rudy Gay,2006,1,8,SF,Connecticut,Gay,Rudy
10491,Michael Gbinije,2016,2,49,SF,Syracuse,Gbinije,Michael
10492,Reggie Geary,1996,2,56,G,Arizona,Geary,Reggie
10494,Matt Geiger,1992,2,42,C,Georgia Tech,Geiger,Matt
10496,Devean George,1999,1,23,SF,Augsburg,George,Devean
10498,Paul George,2010,1,10,SF,Fresno State,George,Paul
10499,Tate George,1990,1,22,SG,Connecticut,George,Tate
10507,Daniel Gibson,2006,2,42,G,Texas,Gibson,Daniel
10512,Mike Gibson,1982,2,44,F,USC Upstate,Gibson,Mike
10513,Taj Gibson,2009,1,26,PF,USC,Gibson,Taj
10517,Kendall Gill,1990,1,5,SG,Illinois,Gill,Kendall
10521,Armen Gilliam,1987,1,2,PF,UNLV,Gilliam,Armen
10531,Gerald Glass,1990,1,20,SF/SG,Ole Miss,Glass,Gerald
10536,Dion Glover,1999,1,20,SG,Georgia Tech,Glover,Dion
10537,Andreas Glyniadakis,2003,2,58,C,AEK,Glyniadakis,Andreas
10538,Mike Gminski,1980,1,7,C,Duke,Gminski,Mike
10539,Rudy Gobert,2013,1,27,C,Cholet Basket,Gobert,Rudy
10543,Anthony Goldwire,1994,2,52,PG,Houston,Goldwire,Anthony
10544,Ryan Gomes,2005,2,50,F,Providence,Gomes,Ryan
10547,Drew Gooden,2002,1,4,PF/C,Kansas,Gooden,Drew
10550,Archie Goodwin,2013,1,29,SG,Kentucky,Goodwin,Archie
10552,Aaron Gordon,2014,1,4,PF,Arizona,Gordon,Aaron
10553,Ben Gordon,2004,1,3,SG,Connecticut,Gordon,Ben
10555,Eric Gordon,2008,1,7,SG,Indiana,Gordon,Eric
10556,Lancaster Gordon,1984,1,8,G,Louisville,Gordon,Lancaster
10558,Marcin Gortat,2005,2,57,F/C,RheinEnergie KÃ¶ln,Gortat,Marcin
10560,Andrew Goudelock,2011,2,46,PG,College of Charleston,Goudelock,Andrew
10566,Greg Graham,1993,1,17,SG,Indiana,Graham,Greg
10567,Joey Graham,2005,1,16,F,Oklahoma State,Graham,Joey
10569,Orlando Graham,1988,2,40,F,Auburn-Montgomery,Graham,Orlando
10575,Danny Granger,2005,1,17,SF,New Mexico,Granger,Danny
10576,Stewart Granger,1983,1,24,PG,Villanova,Granger,Stewart
10577,Brian Grant,1994,1,8,PF,Xavier,Grant,Brian
10579,Gary Grant,1988,1,15,PG,Michigan,Grant,Gary
10580,Greg Grant,1989,2,52,G,Trenton State,Grant,Greg
10581,Harvey Grant,1988,1,12,SF,Oklahoma,Grant,Harvey
10582,Horace Grant,1987,1,10,PF/C,Clemson,Grant,Horace
10583,Jerami Grant,2014,2,39,SF,Syracuse,Grant,Jerami
10584,Jerian Grant,2015,1,19,PG,Notre Dame,Grant,Jerian
10585,Josh Grant,1993,2,43,PF,Utah,Grant,Josh
10586,Paul Grant,1997,1,20,C,Wisconsin,Grant,Paul
10590,Aaron Gray,2007,2,49,C,Pittsburgh,Gray,Aaron
10592,Ed Gray,1997,1,22,PG/SG,California,Gray,Ed
10596,Stuart Gray,1984,2,29,F/C,UCLA,Gray,Stuart
10597,Sylvester Gray,1988,2,35,F,Memphis State,Gray,Sylvester
10599,Jeff Grayer,1988,1,13,PG,Iowa State,Grayer,Jeff
10602,Danny Green,2009,2,46,SF,North Carolina,Green,Danny
10604,Draymond Green,2012,2,35,PF,Michigan St.,Green,Draymond
10605,Erick Green,2013,2,46,PG,Virginia Tech,Green,Erick
10606,Gerald Green,2005,1,18,G/F,Gulf Shores Academy,Green,Gerald
10608,Jeff Green,2007,1,5,SF,Georgetown,Green,Jeff
10610,Ken Green,1981,2,34,F,Pan American,Green,Ken
10611,Kenny Green,1985,1,12,F,Wake Forest,Green,Kenny
10613,Litterial Green,1992,2,39,G,Georgia,Green,Litterial
10617,Sean Green,1991,2,41,F/G,Iona,Green,Sean
10619,Sidney Green,1983,1,5,PF,UNLV,Green,Sidney
10621,Taurean Green,2007,2,52,PG,Florida,Green,Taurean
10623,Willie Green,2003,2,41,SG,Detroit,Green,Willie
10625,Orien Greene,2005,2,53,G,Louisiana-Lafayette,Greene,Orien
10631,Claude Gregory,1981,2,41,F,Wisconsin,Gregory,Claude
10637,Blake Griffin,2009,1,1,PF,Oklahoma,Griffin,Blake
10638,Eddie Griffin,2001,1,7,PF,Seton Hall,Griffin,Eddie
10641,Taylor Griffin,2009,2,48,SF,Oklahoma,Griffin,Taylor
10642,Darrell Griffith,1980,1,2,G,Louisville,Griffith,Darrell
10657,Tom Gugliotta,1992,1,6,PF,NC State,Gugliotta,Tom
10666,A.J. Guyton,2000,2,32,PG,Indiana,Guyton,A.J.
10670,Scott Haffner,1989,2,45,G,Evansville,Haffner,Scott
10678,Malik Hairston,2008,2,48,SG,Oregon,Hairston,Malik
10680,Marcus Haislip,2002,1,13,PF,Tennessee,Haislip,Marcus
10690,Steve Hamer,1996,2,38,C,Tennessee,Hamer,Steve
10692,Daniel Hamilton,2016,2,56,SG/SF,Connecticut,Hamilton,Daniel
10695,Jordan Hamilton,2011,1,26,SG,Texas,Hamilton,Jordan
10696,Justin Hamilton,2012,2,45,C,LSU,Hamilton,Justin
10698,Richard Hamilton,1999,1,7,SG/SF,Connecticut,Hamilton,Richard
10704,Geert Hammink,1993,1,26,C,LSU,Hammink,Geert
10706,Tom Hammonds,1989,1,9,PF/C,Georgia Tech,Hammonds,Tom
10709,Darrin Hancock,1994,2,38,G/F,Kansas,Hancock,Darrin
10717,Tyler Hansbrough,2009,1,13,PF,North Carolina,Hansbrough,Tyler
10721,Travis Hansen,2003,2,37,SG,BYU,Hansen,Travis
10723,Bill Hanzlik,1980,1,20,G/F,Notre Dame,Hanzlik,Bill
10724,Luke Harangody,2010,2,52,PF,Notre Dame,Harangody,Luke
10728,James Harden,2009,1,3,SG,Arizona State,Harden,James
10736,Maurice Harkless,2012,1,15,SF,St. John's,Harkless,Maurice
10740,Derek Harper,1983,1,11,PG/SG,Illinois,Harper,Derek
10741,Justin Harper,2011,2,32,PF,Richmond,Harper,Justin
10743,Ron Harper,1986,1,8,SF,Miami (OH),Harper,Ron
10744,Matt Harpring,1998,1,15,F/G,Georgia Tech,Harpring,Matt
10745,Montrezl Harrell,2015,2,32,PF,Louisville,Harrell,Montrezl
10746,Josh Harrellson,2011,2,45,C,Kentucky,Harrellson,Josh
10748,Al Harrington,1998,1,25,F,St. Patrick's High School,Harrington,Al
10750,Othella Harrington,1996,2,30,F/C,Georgetown,Harrington,Othella
10756,Devin Harris,2004,1,5,PG,Wisconsin,Harris,Devin
10758,Gary Harris,2014,1,19,SG,Michigan State,Harris,Gary
10759,Joe Harris,2014,2,33,SG,Virginia,Harris,Joe
10760,Lucious Harris,1993,2,28,PG,Long Beach State,Harris,Lucious
10763,Steve Harris,1985,1,19,SG,Tulsa,Harris,Steve
10765,Tobias Harris,2011,1,19,SF,Tennessee,Harris,Tobias
10768,Andrew Harrison,2015,2,44,PG,Kentucky,Harrison,Andrew
10770,David Harrison,2004,1,29,C,Colorado,Harrison,David
10771,Jason Hart,2000,2,49,PG,Syracuse,Hart,Jason
10772,Josh Hart,2017,1,30,SG,Villanova,Hart,Josh
10774,Donnell Harvey,2000,1,22,SF,Florida,Harvey,Donnell
10775,Scott Haskin,1993,1,14,PF,Oregon State,Haskin,Scott
10778,Trenton Hassell,2001,2,30,SG,Austin Peay,Hassell,Trenton
10781,Scott Hastings,1982,2,29,F/C,Arkansas,Hastings,Scott
10782,Kirk Haston,2001,1,16,PF,Indiana,Haston,Kirk
10785,Spencer Hawes,2007,1,10,C,Washington,Hawes,Spencer
10788,Hersey Hawkins,1988,1,6,SG,Bradley,Hawkins,Hersey
10797,Jarvis Hayes,2003,1,10,F/G,Georgia,Hayes,Jarvis
10800,Gordon Hayward,2010,1,9,SF,Butler,Hayward,Gordon
10801,Lazar Hayward,2010,1,30,SF,Marquette,Hayward,Lazar
10802,Brendan Haywood,2001,1,20,C,North Carolina,Haywood,Brendan
10806,Luther Head,2005,1,24,G,Illinois,Head,Luther
10814,Alan Henderson,1995,1,16,PF,Indiana,Henderson,Alan
10815,Cedric Henderson,1986,2,32,PF,Georgia,Henderson,Cedric
10815,Cedric Henderson,1997,2,44,PF,Memphis,Henderson,Cedric
10816,Cedric Henderson,1986,2,32,PF,Georgia,Henderson,Cedric
10816,Cedric Henderson,1997,2,44,PF,Memphis,Henderson,Cedric
10818,Gerald Henderson,2009,1,12,SG,Duke,Henderson,Gerald
10819,Gerald Henderson,2009,1,12,SG,Duke,Henderson,Gerald
10824,Mark Hendrickson,1996,2,31,G,Washington State,Hendrickson,Mark
10832,Xavier Henry,2010,1,12,SG,Kansas,Henry,Xavier
10833,John Henson,2012,1,14,PF,North Carolina,Henson,John
10834,Steve Henson,1990,2,44,G,Kansas State,Henson,Steve
10840,Chris Herren,1999,2,33,G,Fresno State,Herren,Chris
10841,Carl Herrera,1990,2,30,PF,Houston,Herrera,Carl
10850,Mario Hezonja,2015,1,5,SG/SF,FC Barcelona,Hezonja,Mario
10851,Roy Hibbert,2008,1,17,C,Georgetown,Hibbert,Roy
10855,Buddy Hield,2016,1,6,SG,Oklahoma,Hield,Buddy
10860,Rod Higgins,1982,2,31,F/C,Fresno State,Higgins,Rod
10861,Sean Higgins,1990,2,54,G/F,Michigan,Higgins,Sean
10869,George Hill,2008,1,26,PG,IUPUI,Hill,George
10870,Grant Hill,1994,1,3,SF,Duke,Hill,Grant
10871,Jordan Hill,2009,1,8,PF,Arizona,Hill,Jordan
10873,Solomon Hill,2013,1,23,SF,Arizona,Hill,Solomon
10875,Tyrone Hill,1990,1,11,PF,Xavier,Hill,Tyrone
10877,Darrun Hilliard,2015,2,38,SG,Villanova,Hilliard,Darrun
10880,Kirk Hinrich,2003,1,7,PG,Kansas,Hinrich,Kirk
10881,Roy Hinson,1983,1,20,C,Rutgers,Hinson,Roy
10885,Darington Hobson,2010,2,37,SF,New Mexico,Hobson,Darington
10886,Donald Hodge,1991,2,33,C,Temple,Hodge,Donald
10887,Julius Hodge,2005,1,20,G,NC State,Hodge,Julius
10893,Fred Hoiberg,1995,2,52,SG,Iowa State,Hoiberg,Fred
10895,Randy Holcomb,2002,2,57,PF,San Diego State,Holcomb,Randy
10896,Jrue Holiday,2009,1,17,PG,UCLA,Holiday,Jrue
10903,Ryan Hollins,2006,2,50,C,UCLA,Hollins,Ryan
10905,Rondae Hollis-Jefferson,2015,1,23,SF,Arizona,Hollis-Jefferson,Rondae
10907,Richaun Holmes,2015,2,37,SF/PF,Bowling Green,Holmes,Richaun
10914,Jerald Honeycutt,1997,2,38,PF,Tulane,Honeycutt,Jerald
10915,Tyler Honeycutt,2011,2,35,SF,UCLA,Honeycutt,Tyler
10917,Rodney Hood,2014,1,23,SG,Duke,Hood,Rodney
10923,Dennis Hopson,1987,1,3,SF,Ohio State,Hopson,Dennis
10927,Al Horford,2007,1,3,C,Florida,Horford,Al
10928,Tito Horford,1988,2,39,C,Miami (FL),Horford,Tito
10930,Jeff Hornacek,1986,2,46,SG,Iowa State,Hornacek,Jeff
10932,Robert Horry,1992,1,11,SF,Alabama,Horry,Robert
10933,Ed Horton,1989,2,39,PF/C,Iowa,Horton,Ed
10937,Eddie House,2000,2,37,SG,Arizona State,House,Eddie
10938,Allan Houston,1993,1,11,SG,Tennessee,Houston,Allan
10939,Byron Houston,1992,1,27,PF,Oklahoma State,Houston,Byron
10942,Dwight Howard,2004,1,1,C,Southwest Atlanta Christian Academy,Howard,Dwight
10944,Josh Howard,2003,1,29,F/G,Wake Forest,Howard,Josh
10945,Juwan Howard,1994,1,5,PF,Michigan,Howard,Juwan
10952,Lester Hudson,2009,2,58,PG,Tennessee-Martin,Hudson,Lester
10956,Josh Huestis,2014,1,29,SF/PF,Stanford,Huestis,Josh
10958,Alfredrick Hughes,1985,1,14,SG,Loyola (IL),Hughes,Alfredrick
10961,Larry Hughes,1998,1,8,SG,Saint Louis,Hughes,Larry
10963,Robbie Hummel,2012,2,58,SF,Purdue,Hummel,Robbie
10965,Ryan Humphrey,2002,1,19,PF,Notre Dame,Humphrey,Ryan
10966,Jay Humphries,1984,1,13,G,Colorado,Humphries,Jay
10967,Kris Humphries,2004,1,14,PF,Minnesota,Humphries,Kris
10969,Brandon Hunter,2003,2,56,PF,Ohio,Hunter,Brandon
10973,Lindsey Hunter,1993,1,10,PG,Jackson State,Hunter,Lindsey
10976,Steven Hunter,2001,1,15,C,DePaul,Hunter,Steven
10978,Bobby Hurley,1993,1,7,PG,Duke,Hurley,Bobby
10986,Serge Ibaka,2008,1,24,PF,L'Hospitalet,Ibaka,Serge
10987,Andre Iguodala,2004,1,9,SF,Arizona,Iguodala,Andre
10995,Damien Inglis,2014,2,31,SF,Chorale Roanne,Inglis,Damien
10996,Brandon Ingram,2016,1,2,SF,Duke,Ingram,Brandon
10999,Byron Irvin,1989,1,22,SG,Missouri,Irvin,Byron
11001,Kyrie Irving,2011,1,1,PG,Duke,Irving,Kyrie
11002,Jonathan Isaac,2017,1,6,SF/PF,Florida State,Isaac,Jonathan
11004,Mike Iuzzolino,1991,2,35,G,Saint Francis (PA),Iuzzolino,Mike
11005,Allen Iverson,1996,1,1,G,Georgetown,Iverson,Allen
11007,Royal Ivey,2004,2,37,PG,Texas,Ivey,Royal
11011,Jarrett Jack,2005,1,22,G,Georgia Tech,Jack,Jarrett
11013,Bobby Jackson,1997,1,23,PG,Minnesota,Jackson,Bobby
11015,Darnell Jackson,2008,2,52,PF,Kansas,Jackson,Darnell
11016,Demetrius Jackson,2016,2,45,PG,Notre Dame,Jackson,Demetrius
11021,Josh Jackson,2017,1,4,SF,Kansas,Jackson,Josh
11022,Justin Jackson,2017,1,15,SF,North Carolina,Jackson,Justin
11023,Luke Jackson,2004,1,10,SF,Oregon,Jackson,Luke
11024,Luke Jackson,2004,1,10,SF,Oregon,Jackson,Luke
11025,Marc Jackson,1997,2,37,SF/PF,Temple,Jackson,Marc
11026,Mark Jackson,1987,1,18,PG,St. John's,Jackson,Mark
11028,Michael Jackson,1986,2,47,PG,Georgetown,Jackson,Michael
11032,Pierre Jackson,2013,2,42,PG,Baylor,Jackson,Pierre
11035,Reggie Jackson,2011,1,24,PG,Boston College,Jackson,Reggie
11037,Stephen Jackson,1997,2,42,SG,Butler CC,Jackson,Stephen
11040,Tracy Jackson,1981,2,25,G/F,Notre Dame,Jackson,Tracy
11043,Casey Jacobsen,2002,1,22,SG,Stanford,Jacobsen,Casey
11044,Sam Jacobson,1998,1,26,SG,Minnesota,Jacobson,Sam
11045,Dave Jamerson,1990,1,15,SG,Ohio,Jamerson,Dave
11047,Bernard James,2012,2,33,C,Florida St.,James,Bernard
11049,Damion James,2010,1,24,SF,Texas,James,Damion
11052,Jerome James,1998,2,36,C,Florida A&M,James,Jerome
11056,Tim James,1999,1,25,SF,Miami,James,Tim
11057,Antawn Jamison,1998,1,4,F,North Carolina,Jamison,Antawn
11065,Nathan Jawai,2008,2,41,PF,Cairns Taipans,Jawai,Nathan
11068,Chris Jefferies,2002,1,27,SF,Fresno State,Jefferies,Chris
11070,Al Jefferson,2004,1,15,PF/C,Prentiss HS ,Jefferson,Al
11071,Cory Jefferson,2014,2,60,PF,Baylor,Jefferson,Cory
11073,Richard Jefferson,2001,1,13,SF,Arizona,Jefferson,Richard
11074,Jared Jeffries,2002,1,11,PF/C,Indiana,Jeffries,Jared
11075,Charles Jenkins,2011,2,44,PG,Hofstra,Jenkins,Charles
11077,John Jenkins,2012,1,23,SG,Vanderbilt,Jenkins,John
11078,Brandon Jennings,2009,1,10,PG,Lottomatica Roma,Jennings,Brandon
11081,Les Jepsen,1990,2,28,C,Iowa,Jepsen,Les
11082,Jonas Jerebko,2009,2,39,PF,Angelico Biella,Jerebko,Jonas
11083,Grant Jerrett,2013,2,40,PF,Arizona,Jerrett,Grant
11088,Alexander Johnson,2006,2,45,F,Florida State,Johnson,Alexander
11089,Amir Johnson,2005,2,56,F,Westchester HS,Johnson,Amir
11091,Anthony Johnson,1997,2,39,PG/SG,College of Charleston,Johnson,Anthony
11092,Armon Johnson,2010,2,34,PG,Nevada,Johnson,Armon
11095,Brice Johnson,2016,1,25,PF,North Carolina,Johnson,Brice
11096,Buck Johnson,1986,1,20,SF,Alabama,Johnson,Buck
11104,Dakari Johnson,2015,2,48,C,Kentucky,Johnson,Dakari
11106,Dave Johnson,1992,1,26,SF,Syracuse,Johnson,Dave
11107,DeMarco Johnson,1998,2,38,PF,Charlotte,Johnson,DeMarco
11109,DerMarr Johnson,2000,1,6,SG/SF,Cincinnati,Johnson,DerMarr
11111,Eddie Johnson,1981,2,29,G/F,Illinois,Johnson,Eddie
11112,Eddie Johnson,1981,2,29,G/F,Illinois,Johnson,Eddie
11114,Ervin Johnson,1993,1,23,C,New Orleans,Johnson,Ervin
11115,Frank Johnson,1981,1,11,G,Wake Forest,Johnson,Frank
11122,JaJuan Johnson,2011,1,27,PF,Purdue,Johnson,JaJuan
11123,James Johnson,2009,1,16,SF,Wake Forest,Johnson,James
11124,Joe Johnson,2001,1,10,SG,Arkansas,Johnson,Joe
11126,Kannard Johnson,1987,2,41,SF,WKU,Johnson,Kannard
11127,Ken Johnson,1985,2,28,F,Michigan State,Johnson,Ken
11127,Ken Johnson,2001,2,49,C,Ohio State,Johnson,Ken
11128,Ken Johnson,1985,2,28,F,Michigan State,Johnson,Ken
11128,Ken Johnson,2001,2,49,C,Ohio State,Johnson,Ken
11129,Kevin Johnson,1987,1,7,PG,California,Johnson,Kevin
11130,Larry Johnson,1991,1,1,PF,UNLV,Johnson,Larry
11131,Larry Johnson,1991,1,1,PF,UNLV,Johnson,Larry
